id;titre;publication;date_debut;date_fin;adherent;description_introduction;description_presentation;description_complementaire;langues;territoires;themes;site_web;site_reservation;site_avis;geo_point_2d;altitude;capacite;moyenspaiement;prestations;multimedia_url_video;multimedia_url_photo;multimedia_url_son;multimedia_url_pdf;multimedia_credits;social_url;classement_categories;classement_labels;classement_guides;classement_chaines;classement_tourisme_et_handicap;classement_etoiles;classement_epis;classement_cles;classement_cheminees;classement_cocottes;type_etab;raison_sociale_etab;adr_etab;code_postal_etab;commune_etab;code_insee_etab;cedex_etab;bureau_distrib_etab;province_etab;pays_etab;personne_civilite_etab;personne_prenom_etab;personne_nom_etab;personne_tel1_etab;personne_tel2_etab;personne_tel3_etab;personne_fax1_etab;personne_fax2_etab;personne_mel1_etab;personne_mel2_etab;personne_mel3_etab;type_info;raison_sociale_info;adr_info;code_postal_info;commune_info;code_insee_info;cedex_info;bureau_distrib_info;province_info;pays_info;personne_civilite_info;personne_prenom_info;personne_nom_info;personne_tel1_info;personne_tel2_info;personne_tel3_info;personne_fax1_info;personne_fax2_info;personne_mel1_info;personne_mel2_info;personne_mel3_info;periode_nom_1;periode_date_debut_1;periode_date_fin_1;periode_detail_1;periode_nom_2;periode_date_debut_2;periode_date_fin_2;periode_detail_2;periode_nom_3;periode_date_debut_3;periode_date_fin_3;periode_detail_3;periode_nom_4;periode_date_debut_4;periode_date_fin_4;periode_detail_4;periode_nom_5;periode_date_debut_5;periode_date_fin_5;periode_detail_5;periode_nom_6;periode_date_debut_6;periode_date_fin_6;periode_detail_6;tarif_nom_1;tarif_standard_1;tarif_devise_1;tarif_min_1;tarif_max_1;tarif_description_1;tarif_nom_2;tarif_standard_2;tarif_devise_2;tarif_min_2;tarif_max_2;tarif_description_2;tarif_nom_3;tarif_standard_3;tarif_devise_3;tarif_min_3;tarif_max_3;tarif_description_3;tarif_nom_4;tarif_standard_4;tarif_devise_4;tarif_min_4;tarif_max_4;tarif_description_4;tarif_nom_5;tarif_standard_5;tarif_devise_5;tarif_min_5;tarif_max_5;tarif_description_5;tarif_nom_6;tarif_standard_6;tarif_devise_6;tarif_min_6;tarif_max_6;tarif_description_6;tarif_devise_7;tarif_devise_8;tarif_devise_9;tarif_devise_10
58c06d03;HIPPOTEL RESIDENCE;;2013-01-01;2013-12-31;;;l'Hippotel est situé en forêt, dans un écrin de verdure, à proximité du Parc de la canche et à 800m du centre ville.<br>L'Hippotel vous propose pour une nuit, un week-end, une semaine ou plus ses studios 2 à 4 personnes et ses appartements 6 personnes;Chambre simple(71);English;Canche Authie;Hotel-restaurants;www.hippotel.fr;;;50.521613, 1.607201;;284.0;;"Groups;School groups;Internet access;Animals accepted;Bathtub;Cable TV-Satelite TV;Half board;Shower;garden;Cot;Open 24-24;Coach parking;Restaurant;Sauna;Seminar;Terrace;TV;Wi-fi";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/493489e3/HOTNPC0620000175-1.jpg;;;;;Hôtels/2 étoiles;Club Hôtelier du Touquet-Paris-Plage;;;;2;;;;;;HOTEL HIPPOTEL;Avenue de la dune aux loups;62153;ABLAIN-SAINT-NAZAIRE;62001;;;;France;;;;03 21 05 07 11;;;03 21 05 44 88;;contact@hippotel.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9361fc7c;NOVOTEL LE TOUQUET;;;;;;Hôtel avec vue sur mer et terrasse ou vue sur dunes.<br>Les chambres sont spacieuses et peuvent facilement accueillir une 3ème personne en couchage sofa. Aux beaux jours, la pkage est aménagé pour les bains de soleil.<br>L'hôtel est directement relié au centre de Thalassothérapie, à la plage Esthétique au Hammam et salon de coiffure. <br>Piscine d'eau de mer chauffée.;Chambres(149);"Français;English";Canche Authie;Hotel-restaurants;www.accorhotels.com;;;50.514348, 1.578619;;;"Checks;American Express;Credit cards;Holiday checks;Diners Club;Eurocard - Mastercard";"Reduced mobility;Fitness;Thalasootherapy;Cable TV-Satelite TV;Canal+;Safe;Fax;Phone;TV;Elevator;Bar;Terrace;Garage;Hammam;Car park;Swimming-pool;Animals accepted;Restaurant;Room service;Seminar;Open 24-24";;;;;;;Hotels/4 stars;Club Hôtelier du Touquet-Paris-Plage;;;;4;;;;;;NOVOTEL LE TOUQUET;"Front de Mer 
BP 214";62520;LE TOUQUET-PARIS-PLAGE;62828;;;;France;;;;+33 (0)3 21 09 85 00;;;+33 (0)3 21 09 85 10;;H0449-GM@accor.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1e758072;HOTEL LE MANOIR HOTEL;;2013-02-28;2013-12-31;;;Cette belle demeure cossue de style normand, tapissée de lierre, était au début du siècle dernier la maison familiale du fondateur du golf.<br>Transformée en hôtel, elle a su conserver son charme britannique et offre calme et sérénité pour réussir son séjour.<br>Son espace conférence éclairé à la lumière du jour allie confort et quiétude pour accueillir vos séminaires, banquets, cocktails et diners privés.<br>Un véritable hâvre de paix dans son écrin de verdure.;"Chambre simple(3); Chambre double(36); Chambre triple(2)";"Français;English";Canche Authie;Hotel-restaurants;www.opengolfclub.com;;;50.507805, 1.602631;;;;"Golf;Public tennis court;Internet access;Cable TV-Satelite TV;Safe;Cot;Minibar;Phone;TV;garden;Car park;Swimming-pool;Restaurant;Wi-fi;Currency exchange office;Half board;Seminar;Open 24-24";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/6a23a15a/HOTNPC0620000190-1.jpg;;;;;Hotels/3 stars;"Club Hôtelier du Touquet-Paris-Plage;Opale Meeting (club du tourisme d'affaires de la Côte d'Opale)";;;;3;;;;;;HOTEL LE MANOIR HOTEL;Avenue du golf;62520;LE TOUQUET-PARIS-PLAGE;62828;;;;France;;;;03 21 06 28 28;;;03 21 06 28 29;;manoirhotel@opengolfclub.com;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-02-28;2013-12-31;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;12.0;;;;;Pension complète;;;64.0;64.0;supplément;Demi-pension;;;32.0;32.0;supplément;Chambre simple;;;108.0;138.0;;Chambre double;;;116.0;176.0;;Chambre triple;;;166.0;226.0;;;;;
5a48e861;RÉSIDENCE PIERRE ET VACANCES LES JARDINS  DE LA  CÔTE D'OPALE;;;;;;La résidence se situe en lisière de bois, face à la vallée de la Canche, au coeur d'un parc paysager à proximité de l'hippodrome et d'un centre équestre. <br>La résidence dispose d'une vue dégagée et imprenable. Les appartements sont agréables, confortables avec une décoration contemporaine.<br>La plage et les commerces se trouvent à 2km, accessible en vélo très rapidement<br><br>OUVERT TOUTE L'ANNEE;"NOMBRE D’UNITÉS D'HABITATION  :  87
CAPACITE D'ACCUEIL (EN NOMBRE DE PERSONNES) : 504
Chambres(87)";"Deutsch;English";Canche Authie;Hotels;www.pierreetvacances.com/scripts/fiche_produit.php?id_ofr=352&id_lang=1&lang=fr;;;50.528434, 1.59555;;504.0;"American Express;Cartes de crédit;Chèques;Chèques Vacances;Diners Club;Eurocard - Mastercard";"Animals accepted;Elevator;Cot;Car park;Swimming-pool;Phone;TV";;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7b40d821/HOTNPC0620000192-4.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7b40d821/HOTNPC0620000192-1.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7b40d821/HOTNPC0620000192-3.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7b40d821/HOTNPC0620000192-5.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/7b40d821/HOTNPC0620000192-2.JPG";;;;http://www.pierreetvacances.com;Hôtels/3 étoiles;Club Hôtelier du Touquet-Paris-Plage;;;;3;;;;;;Pierre et Vacances Les Jardins de la Côte d'Opale;Bd de la Canche;62520;LE TOUQUET PARIS-PLAGE;62828;;;;France;;;;+33 (0)3 21 06 78 78;;;;;ltb@fr.groupepvcp.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7e84c2df;HOTEL DE FRANCE;;2013-01-01;2013-12-31;;;;"Chambre triple(3); Chambre double(15)";English;Artois;Hotel-restaurants;;;;50.426934, 2.82928;;;;;;;;;;;Hôtels/2 étoiles;;;;;2;;;;;;Hôtel de France;2 place du Général de Gaulle;62300;LENS;62498;;;;France;;;;+33 (0)3 21 28 18 10;;;+33 (0)3 21 70 17 31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1d2d3c8f;HOTEL LE VAUBAN;;;;;;;Chambres(13);English;Canche Authie;Hotel-restaurants;www.hotellevauban.com;;;50.4609451, 1.7604188;;;;"Internet access;Animals accepted;Cable TV-Satelite TV;Half board;Cot;Minibar;Open 24-24;Car park;Restaurant;Seminar;Phone;TV;Wi-fi";;;;;;;Hôtels/Tourisme;;;;;2;;;;;;HOTEL LE VAUBAN;32, place du Général de Gaulle;62170;MONTREUIL-SUR-MER;62588;;;;France;;;;+33 (0)3 21 06 04 95;;;+33 (0)3 21 06 04 00;;hotel.le.vauban@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
87849ebb;HOTEL LA PEUPLERAIE;;2011-02-01;2013-12-20;;;Dans un cadre de verdure à 10min de la Côte d'opale et de la côte picarde;"Chambre double(30); Chambre triple(6)";"Français;English";Canche Authie;Hotel-restaurants;www.hotellapeupleraie.com;;;50.3484654, 1.7452595;;;;"Cable TV-Satelite TV;Non-smoking room;Cot;Phone;TV;Garage;garden;Car park;Restaurant;Wi-fi;Half board;Seminar";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/845707c9/HOTNPC0620000225-1.jpg;;;;;Hotels/2 stars;Club Hôtelier de Montreuil;;;;2;;;;;;HOTEL LA PEUPLERAIE;RN 1;80120;NAMPONT;80580;;;;France;;;;03 22 29 98 11;;;03 22 29 96 30;;;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2011-02-01;2013-12-20;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;;;6.5;6.5;;Demi-pension;;;42.0;46.0;;Chambre simple;;;45.0;49.0;;Chambre double;;;49.0;58.0;;Chambre triple;;;49.0;60.0;;;;;;;;;;;
75bb9257;HOTEL PRIME HOTEL;;;;;;;;;Artois;Hotels;;;;50.4103442, 2.9859298;;;;;;;;;;;Hotels/No stars;;;;;;;;;;;HOTEL PRIME HOTEL;"Route de Beaumont  
zone Commercial";62950;NOYELLES-GODAULT;62624;;;;France;;;;03 21 75 75 15;;;03 21 75 85 00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
c53733c6;CAMPING LES PINS;;2013-04-01;2013-09-30;;;Emplacements délimités par des haies, petit camping très calme et verdoyant idéal pour les personnes qui rechercent le repos, la nature, les promenades ( Mont de Couple);"Emplacement de passage(2); Emplacement à l'année(30); Emplacements(28)";;Calais Côte d'Opale;Classified campsite;;;;50.871429, 1.7469312;;;"Chèques;Chèques Vacances";"Groups;Playground;Animals accepted;Shower;Facilities for disabled people;Caravan hire;Car park;Shaded ground";;;;;;;Campings/Non Classé;;;;;;;;;;;Camping Les Pins;;62250;SAINT-INGLEVERT;62751;;;;France;;;;+33 (0)3 21 87 28 71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7e73cad9;CAMPING LE FREMONT;;;;;;"A proximité d'Eperlecques et son blochkaus, balades dans les marais.
Situé dans le triangle Calais-Boulogne-Dunkerque.";Emplacements(70);;Région de Saint-Omer;Classified campsite;http://campinglefremont.e-monsite.com;;;50.7952062, 2.1318238;;;;"Playground;Animals accepted;Kids workshop;Bar;Food shop;Shower;Facilities for disabled people;Car park;Fishing;Entertainment-Shows;Shaded ground;Toilets";;;;;;;Campings/2 étoiles;;;;;2;;;;;;Camping Le Fremont;7 route Nationale 43;62910;SERQUES;62792;;;;France;;;;+33 (0)3 21 39 86 55;;;;;lefremont@hotmail.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2b4c2c2a;Village Vacances ARTES;;2013-03-01;2013-11-30;;;Situé à proximité de la mer, à 13 km de Boulogne. Formules de séjours : location,  pension complète, séminaires, classes découverte. Bar, restauration sur place, salles de réunion, salle polyvalente, connexion internet. Terrain de sports, piscine intérieure, spa, sauna, hammam, jeux d'enfants. Organisation de séjours avec excursions. 5 chambres et salle de restaurant accessibles aux personnes handicapées.;"Personnes(350); Chambres(148)";"Français;English";Calais Côte d'Opale;Holiday resorts;http://www.artes.asso.fr/ambleteuse.html;;;50.8143179, 1.6105122;;;;;;;;;;;;;;;;;;;;;;Village Vacances ARTES;"40 Rue des Garennes 
BP 8";62164;AMBLETEUSE;62056;;;;France;;;;03.28.04.54.54;;;03.28.04.54.64;;resa@artes.asso.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-03-01;2013-11-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e45c694f;TERNELIA LE MANOIR DE LA CANCHE;;;;;;Situé à la campagne, à 29 km de Montreuil<br><br>Bar, restauration sur place, salles de réunion, salle polyvalente, connexion internet, billard<br>Parc, terrain de sports, tennis, mini-golf, terrain de boules<br><br>Organisation de séjours avec excursions et animation de soirées<br><br>Fermé en janvier;Personnes(67);"Français;English;Deutsch";7 Vallées - Ternois;Holiday resorts;www.lemanoirdelacanche.com;;;50.3813555, 2.0310766;;;;;;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/a601d5fe/VILNPC0620001014-1.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/a601d5fe/VILNPC0620001014-3.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/a601d5fe/VILNPC0620001014-4.JPG;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/a601d5fe/VILNPC0620001014-2.JPG";;;;;;;;;;;;;;;;TERNELIA LE MANOIR DE LA CANCHE;30 rue Fernand Lemercier;62140;HUBY-SAINT-LEU;62461;;;;FRANCE;;;;+33 (0)3 21 06 71 00;;;+33 (0)3 21 81 04 99;;lvt-vendee@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1b3916cb;DOMAINE DE LA HERONNIERE;;;;;;Village de gîtes, labellisés Gîtes de France<br>Situé à la campagne, à 10 km de St Omer<br><br>Formules de séjours : Location, demi-pension, pension complète, séminaires<br><br>Bar, restauration sur place, salles de réunion, salle polyvalente, connexion internet<br>Jardin, location de barques, animations nature<br><br>Organisation de séjours avec excursions<br><br>2 chambres et salle de restaurant accessibles aux personnes handicapées;"Chambres(38); Personnes(102)";;Région de Saint-Omer;Holiday resorts;www.isnor.fr;;;50.7947659, 2.1831177;;102.0;;;;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/8a5ea248/VILNPC0620002957-1.jpg;;;;;Campings/Non Classé;;;;;;;;;;;Domaine de la Héronnière à Moulle;Rue de la Motte;62910;MOULLE;62595;;;;FRANCE;;;;+33 (0)3 21 39 15 15;;;+33(0)3 21 12 30 10;;gite@isnor.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
086c3a29;RESIDENCE MAEVA LE PHARE;;;;;;Situé à proximité de la mer et du centre ville<br><br>Formules de séjours : location<br><br>Salle de jeux, connexion internet<br>Jeux d'enfants, jardin<br><br>;"Appartements(75); Personnes(300)";;;Holiday resorts;www.maeva.com;;;50.525173, 1.591043;;;;;;;;;;;;;;;;;;;;;;RESIDENCE MAEVA LE PHARE;Avenue des Phares;62520;LE TOUQUET-PARIS-PLAGE;62828;;;;FRANCE;;;;03 21 05 32 73;;;03 21 86 53 71;;ltp@maeva.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1441c1d1;Hôtel Casela;;2013-01-01;2013-12-31;;;La situation idéale de l’hôtel vous permet de profiter pleinement des villes de Cucq et Le Touquet ainsi que de la compagne environnante.;;;Canche Authie;Hotel-restaurants;;;;50.507654, 1.6275;;;;;;;;;;"www.casela-hotel.com/hotel/;https://www.facebook.com/HotelCasela";;;;;;;;;;;;Hôtel Casela;521 avenue d'Etaples;62780;CUCQ;62261;;;;;;;;;;;;;contact@casela-hotel.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3e485667;CAMPING LA PAILLE HAUTE;;2013-03-23;2013-10-31;;;"Amateurs de convivialité et de calme, ""la Paille Haute"" vous accueille pour passer des moments de détente en Famille sur un site verdoyant et spacieux de 5 ha, fleuri, en terrasse, un superbe point de vue à 180° sur plus de 10 Km, avec Piscine Chauffée, 2 Aires de jeux pour vos Enfants, Etang de pêche...  pour tentes, caravanes et campings-car. Location de 5 mobil-homes tout confort.";emplacement (147);;Artois;Classified campsite;www.la-paille-haute.com;;;50.272858, 2.946242;;;;;;;;;;http://la-paille-haute.com/;Campings/2 étoiles;;;;;2;;;;;;Camping La Paille haute;145 rue de sailly;62156;BOIRY-NOTRE-DAME;62145;;;;;;;;+33 (0)3.21.48.15.40;+33 (0)6.03.08.10.92;;;;lapaillehaute@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11d45d8f;ACE HÔTEL NOYELLES GODAULT LILLE;;;;;;;;"English;Español";Artois;Hotels;www.ace-hotel.com;;;50.407697, 2.983726;;;;;;;;;;http://www.ace-hotel.com/;;;;;;2;;;;;;Ace hôtel;rue de Quiercy;62950;NOYELLES-GODAULT;62624;;;;;;;;+33 (0)3 21 79 79 00;;;;;noyelles@ace-hotel.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04a7adda;HOTEL STOP ENCAS;;;;;;;;;Canche Authie;;;;;50.483379, 1.623721;;12.0;;;;;;;;;Hôtels/1 étoile;;;;;1;;;;;;Hotel Stop Encas;2000 boulevard Edmond Labrasse;62780;CUCQ;62261;;;;;;;;+33 (0)3 21 84 89 09;;;;;denisduartstopencas@free.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
e9d09e99;CHAMBRE D'HOTES LES BAMBOUS DE NOIRBERNES;;;;;;;;;Calais Côte d'Opale;B&B;;;;50.8491527, 1.6928223;;;;;;;;;;;;;;;;;3;;;;;Les Bambous de Noirbernes;D238/n°324;62250;AUDEMBERT;62052;;;;;M;;Dezombre / Delobelle;03 21 92 25 57;;;;;jp.alain@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
015d0c57;HOTEL ARTOIS HOTEL -;;2011-01-01;2013-12-31;;;A proximité du centre NAUTICA de Liévin, du stade BOLLAERT à Lens et du stade COUVERT de Liévin;Chambres(43);;Artois;Hotels;www.artoishotel.fr;;;50.418061, 2.770155;;;;;;;;;;;Hotels/2 stars;;;;;2;;;;;;HOTEL ARTOIS HOTEL -;Rond Point d'Eleu;62300;LENS;62498;;;;France;;;;03 21 13 46 46;;;03 21 13 46 47;;contact@artoishotel.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2011-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
041c8c35;HOTEL LE COQ'HOTEL;;2013-02-01;2013-12-20;;;Le Coq'Hôtel est situé au coeur de la cité médiévale de Montreuil-sur-Mer.<br>De création récente, il apporte les avantages et le confort d'une construction neuve et s'intègre parfaitement au cadre de la propriété datant du 19ème siècle.<br>Il communique par un jardin clos avec le restaurant.<br><br>;Chambres(19);"Deutsch;English";Canche Authie;Hotel-restaurants;www.coqhotel.fr;;http://www.tripadvisor.fr/Hotel_Review-g635578-d578613-Reviews-Coq_Hotel-Montreuil_sur_Mer_Pas_de_Calais_Nord_Pas_de_Calais.html;50.4638624, 1.7615494;;;;"Internet access;Animals accepted;Elevator;Non-smoking room;Safe;Cable TV-Satelite TV;Half board;garden;Cot;Minibar;Car park;Restaurant;Phone;TV;Wi-fi";;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/9826e51e/HOTNPC0620000224-1.jpg;;;;;Hôtels/Tourisme;Tourisme et handicap;;;Mobility impairment;3;;;;;;HOTEL LE COQ'HOTEL;2 Place de la poissonnerie;62170;MONTREUIL-SUR-MER;62588;;;;France;;;;+33 (0)3 21 81 05 61;;;+33 (0)3 21 86 46 73;;arsene.pousset@wanadoo.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277a0799;HOTEL LA BARRIERE;;;;;;Auberge de 1848 avec une cuisine traditionnelle;"NOMBRE DE CHAMBRES : 11
CAPACITE D'ACCUEIL (EN NOMBRE DE PERSONNES) : 18";Deutsch;Canche Authie;Hotel-restaurants;http://labarriere.free.fr;;;50.4180169, 1.6481956;;;"Checks;Credit cards;Eurocard - Mastercard";;;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/a8cae88d/HOTNPC0620000237-1.jpg;;;;;Hotels/2 stars;Club Hôtelier de Montreuil;;;;2;;;;;;HOTEL LA BARRIERE;15 route de montreuil;62180;RANG DU FLIERS;62688;;;;France;;;;+33 (0)3 21 84 50 48;;;+33 (0)3 21 84 10 38;;labarriere@free.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
a471f64d;HOTEL MISTER BED;;2013-01-01;2013-12-31;;;Hôtel économique à 4 kms de la plage;Chambres(65);;Canche Authie;Hotels;www.misterbed.com;;;50.413919, 1.605077;;;;;;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/38628c95/HOTNPC0620000238-2.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/38628c95/HOTNPC0620000238-1.jpg";;;;;Hotels/No stars;;;;;;;;;;;HOTEL MISTER BED;avenue des villes jumelées;62180;RANG DU FLIERS;62688;;;;France;;;;03 21 09 91 91;;;03 21 09 91 92;;misterbed.berck@21.s.fr;;;;;;;;;;;;;;;;;;;;;;;;Ouverture;2013-01-01;2013-12-31;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;5.0;;;;;Chambre simple;;;32.0;45.0;;Chambre double;;;32.0;45.0;;Chambre triple;;;32.0;45.0;;;;;;;;;;;;;;;;;
b99b82d2;HOTEL PREMIERE CLASSE;;2013-01-01;2013-12-31;;;;"Chambre simple(58); Chambre double(47)";English;Boulonnais;Hotels;www.premiereclasse.fr;;;50.725698, 1.643636;;;"American Express;Cartes de crédit;Chèques;Chèques Vacances;Eurocard - Mastercard";"Canal+;Non-smoking room;Air conditioning;Cable TV-Satelite TV;Open 24-24;Car park;TV;Wi-fi";;;;;;;Hôtels/Sans étoile;;;Première Classe;;;;;;;;HOTEL PREMIERE CLASSE;Lotissement du Blanc Pignon;62280;SAINT-MARTIN-LES-BOULOGNE;62758;;;;France;;;;+33 (0)3 21 31 05 45;;;+33 (0)3 21 31 04 03;;boulogne@premiereclasse.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
09f8c333;HOTEL LE LION D'OR;;;;;;Vieil établissement de ronommé comprenant 10 chambres;"Chambre simple(3); Chambre double(4); Chambre triple(3)";English;7 Vallées - Ternois;Hotel-restaurants;;;;50.381406, 2.331569;;;"Checks;Credit cards";"Internet access;Cable TV-Satelite TV;Cot;TV;Car park;Restaurant;Animals accepted;Wi-fi;Half board";;;;;;;Hotels/2 stars;;;;;2;;;;;;HOTEL LE LION D'OR;74 rue d'hesdin;62130;SAINT-POL-SUR-TERNOISE;62767;;;;France;;;;03 21 03 10 44;;;03 21 41 47 87;;auliondor-stpol@orange.fr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Petit-déjeuner;5.5;;;;;Petit-déjeuner;;;;;;Pension complète;67.0;;;;;Pension complète;;;;;;Demi-pension;57.0;;;;;Demi-pension;;;;;;;;;
47734aef;HOTEL CHÂTEAU DE TILQUES;;2013-01-01;2013-12-31;;;Situé au coeur d'un parc ombragé de 5 hectares, le Château de Tilques, joyau de style néo flamand édifié en 1891 invite au séjour chic et décontracté;Chambres(53);"Deutsch;English";Région de Saint-Omer;Hotel-restaurants;www.chateautilques.com;;;50.7750529, 2.214035;;;;"Non-smoking room;Cable TV-Satelite TV;Half board;garden;Open 24-24;Car park;Swimming-pool;Restaurant;Room service;Seminar;Phone;TV";;"http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/d5590b86/HOTNPC0620000266-2.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/d5590b86/HOTNPC0620000266-1.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/d5590b86/HOTNPC0620000266-3.jpg;http://www.pas-de-calais-tourisme.com/wp-content/uploads/photos/cdt62_hebergements/d5590b86/HOTNPC0620000266-4.jpg";;;;;Hôtels/Tourisme;Loisirs Gourmets du Pays de Saint-Omer;;;;3;;;;;;HOTEL CHÂTEAU DE TILQUES;12 rue du Château;62500;TILQUES;62819;;;;France;;;;+33 (0)3 21 88 99 99;;;+33 (0)3 21 38 34 23;;chateau-tilques.hotel@najeti.com;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
